ID,N_replicates,N_chains,Seeds,ipTM_LCB,Sum_CONTACTS,CONTACTS_HBOND,CONTACTS_SALT_BRIDGE,CONTACTS_HYDROPHOBIC,CONTACTS_DISULFIDE,CONTACTS_VDW,BSA_INT_PROTO,SD_THETA_ROT,S_PROTO,D_APEX,SD_THETA_APEX,THETA_APEX_mean,THETA_APEX_sd,L_APEX_mean,L_APEX_sd,H_ABS_mean,H_ABS_sd,MU_H_mean,MU_H_sd,ALPHA1_LINEARITY_mean,ALPHA1_LINEARITY_sd,ALPHA1_PLDDT_mean,ALPHA1_PLDDT_sd,D_MHD_P_mean,D_MHD_P_sd,D_CC_NB_LINKER_mean,D_CC_NB_LINKER_sd,L_CC_NB_LINKER_mean,L_CC_NB_LINKER_sd,ipTM_mean,ipTM_sd,Sum_CONTACTS_mean,Sum_CONTACTS_sd,CONTACTS_HBOND_mean,CONTACTS_HBOND_sd,CONTACTS_SALT_BRIDGE_mean,CONTACTS_SALT_BRIDGE_sd,CONTACTS_HYDROPHOBIC_mean,CONTACTS_HYDROPHOBIC_sd,CONTACTS_DISULFIDE_mean,CONTACTS_DISULFIDE_sd,CONTACTS_VDW_mean,CONTACTS_VDW_sd,BSA_INT_PROTO_mean,BSA_INT_PROTO_sd,SD_THETA_ROT_mean,SD_THETA_ROT_sd,SD_THETA_APEX_mean,SD_THETA_APEX_sd,S_PROTO_mean,S_PROTO_sd,D_APEX_mean,D_APEX_sd
gca_031232105_1_capsicum_rhomboideum_helixer_cp124709_1_001341_1_cnl,3,6,"[1, 2, 3]",0.370267,-1.306211,-0.157867,-0.4736,-0.121584,0.0,-1.105067,1313.736702,0.526144,0.176051,52.013364,,,,,,0.065741,0.048387,,,,,,,14.755556,0.08909,14.575,0.994502,4.333333,0.57735,0.383333,0.011547,-0.441287,0.764332,-0.053333,0.092376,-0.16,0.277128,0.12665,0.219364,0.0,0.0,-0.373333,0.646632,1566.621465,223.47411,0.364333,0.142992,,,0.142667,0.029501,47.75,3.767532
gca_031232105_1_capsicum_rhomboideum_helixer_cp124709_1_001429_1_cnl,3,6,"[1, 2, 3]",0.550533,88.327819,7.710205,6.720952,17.63987,0.0,55.532047,1517.497438,0.265248,0.134463,41.307085,,,,,,0.018087,0.020633,,,,,,,14.887778,0.071693,15.329444,0.258534,4.0,0.0,0.576667,0.023094,128.448016,35.454194,13.028164,4.699477,9.548374,2.498591,20.899316,2.88037,0.0,0.0,84.11941,25.262635,1593.026769,66.745224,0.144633,0.106587,,,0.078333,0.049602,40.916667,0.345012
gca_031232105_1_capsicum_rhomboideum_helixer_cp124709_1_001719_1_cnl,3,6,"[1, 2, 3]",0.7968,194.761719,15.174383,19.476311,39.213753,0.0,117.559166,2033.702857,0.100364,0.04705,21.15631,0.362782,47.756111,0.41418,21.0,0.0,-0.099174,0.0,0.3293,0.0,0.93935,0.000693,88.478889,0.322173,14.941111,0.043472,5.058889,0.021688,-4.0,0.0,0.803333,0.005774,218.392398,20.882417,17.819592,2.33757,21.997122,2.227639,46.405547,6.355384,0.0,0.0,131.135479,11.997379,2244.02116,185.858157,0.071,0.025949,0.251667,0.098193,0.034,0.011533,20.873333,0.250067
gca_031232105_1_capsicum_rhomboideum_helixer_cp124709_1_002494_1_cnl,3,6,"[1, 2, 3]",0.7868,141.875324,7.413026,17.914104,36.559886,0.0,76.99363,2009.467946,0.124565,0.075269,21.269724,0.321599,45.538333,0.307901,21.0,0.0,-0.137797,0.075307,0.1918,0.0,0.938444,0.000338,89.605556,0.234321,14.837222,0.058721,12.803333,7.766609,4.0,5.196152,0.793333,0.005774,152.792895,9.64785,8.734761,1.168016,20.192634,2.013536,41.355202,4.237618,0.0,0.0,81.486342,3.970207,2016.293709,6.031922,0.098,0.023476,0.2171,0.092346,0.046,0.025865,21.02,0.220681
gca_031232105_1_capsicum_rhomboideum_helixer_cp124709_1_002495_1_cnl,3,6,"[1, 2, 3]",0.660121,125.273942,13.191509,12.484601,17.536192,0.0,76.512747,1659.407697,0.395718,0.20082,47.947436,0.414336,47.150833,2.504337,16.0,0.0,-0.492593,0.058313,0.261,0.0,0.899972,0.001419,86.116111,3.550765,14.626667,0.076974,8.697222,4.230554,-5.666667,3.21455,0.72,0.052915,175.201898,44.121305,15.533623,2.069724,17.702061,4.610666,34.870271,15.318116,0.0,0.0,105.828799,25.906577,1888.064236,202.063644,0.180967,0.189776,0.1466,0.193182,0.093333,0.094986,30.11,15.762931
gca_031232105_1_capsicum_rhomboideum_helixer_cp124711_1_000015_1_cnl,3,6,"[1, 2, 3]",0.649381,307.562785,31.665462,18.739657,53.660464,0.0,189.907889,2812.440515,0.200921,0.099626,21.197341,0.784565,25.252222,3.777825,21.0,0.0,-0.06427,0.081132,0.2587,0.0,0.914294,0.005389,70.924444,2.301147,14.961111,0.052024,13.563333,13.528818,12.555556,20.320579,0.666667,0.015275,322.247761,12.977105,38.158519,5.73791,21.120603,2.104041,58.271327,4.074617,0.0,0.0,202.618289,11.232173,2915.616582,91.176628,0.114067,0.076753,0.613433,0.151229,0.066,0.029715,18.133333,2.707662
gca_031232105_1_capsicum_rhomboideum_helixer_cp124714_1_002035_1_cnl,3,6,"[1, 2, 3]",0.636052,195.772644,14.638726,14.667312,38.16881,0.0,127.021984,2010.409052,0.341917,0.177555,19.012994,,,,,,-0.181041,0.034981,,,,,,,15.058889,0.080145,11.865556,5.466371,-1.666667,8.082904,0.67,0.03,256.041013,53.25912,20.626044,5.290989,16.075034,1.244003,57.080696,16.712422,0.0,0.0,161.511032,30.47795,2186.905754,155.970028,0.222167,0.105823,,,0.101667,0.067062,16.823333,1.935002
gca_031232105_1_capsicum_rhomboideum_helixer_cp124715_1_000921_1_cnl,3,6,"[1, 2, 3]",0.204804,0.0,0.0,0.0,0.0,0.0,0.0,101.318678,35.589577,0.33531,68.175728,,,,,,-0.627384,0.108109,,,,,,,14.231111,1.85037,10.437778,4.9043,3.0,5.567764,0.286667,0.072342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930.928874,733.126025,13.673933,19.366841,,,0.189,0.129294,51.746667,14.518352
gca_031232105_1_capsicum_rhomboideum_helixer_cp124715_1_000985_1_cnl,3,6,"[1, 2, 3]",0.680133,170.360313,9.882329,15.357306,41.273946,0.0,96.95473,1888.273558,0.248742,0.136823,25.231884,,,,,,-0.141286,0.015813,,,,,,,14.678889,0.029171,3.171667,2.898581,0.0,1.0,0.686667,0.005774,190.388869,17.699223,13.261413,2.986094,18.115642,2.43754,43.752143,2.189981,0.0,0.0,113.92863,14.999825,2023.150334,119.190525,0.181333,0.059569,,,0.084,0.04668,24.663333,0.502427
gca_000393655_2_nicotiana_sylvestris_helixer_cm066006_1_002200_1_cnl,3,6,"[1, 2, 3]",0.647368,143.870492,12.297936,6.916033,19.985854,0.0,99.53339,1449.120544,0.363023,0.154402,49.327405,0.377908,43.192778,3.284173,21.0,0.0,-0.139041,0.050655,0.2422,0.0,0.930728,0.009411,79.416667,2.16461,14.941667,0.033458,27.065,0.400357,9.666667,1.154701,0.67,0.02,177.428629,29.655305,13.983693,1.489702,10.356997,3.040778,37.983988,15.90494,0.0,0.0,114.035781,12.815754,1731.112011,249.195688,0.196867,0.146832,0.2199,0.139631,0.092667,0.054556,34.406667,13.185448
gca_031232105_1_capsicum_rhomboideum_helixer_cp124715_1_000986_1_cnl,3,6,"[1, 2, 3]",0.486048,64.460929,6.734229,1.702851,11.268776,0.0,39.451599,1141.624376,0.331677,0.161395,45.895615,,,,,,-0.201494,0.070926,,,,,,,14.6,0.160995,10.922222,1.794536,3.333333,0.57735,0.503333,0.015275,75.45132,9.712201,7.276844,0.479508,4.848066,2.779425,13.313427,1.806857,0.0,0.0,49.639909,9.003403,1271.20141,114.507146,0.2135,0.104433,,,0.082333,0.069867,42.046667,3.401313
gca_031232105_1_capsicum_rhomboideum_helixer_cp124715_1_001119_1_cnl,3,6,"[1, 2, 3]",0.760133,4.309538,1.872695,-0.091029,-1.969491,0.0,4.395081,51.129917,37.292298,0.104644,21.469069,0.170673,46.786667,0.790835,21.0,0.0,-0.283354,0.015978,0.2565,0.0,0.938989,0.00076,85.731111,0.440127,15.032778,0.138387,27.554444,0.425181,14.0,0.0,0.766667,0.005774,122.816286,104.724342,10.363733,7.503525,7.232628,6.471911,34.384406,32.125917,0.0,0.0,70.754345,58.641642,957.655328,801.095954,18.950733,16.20843,0.120267,0.044544,0.066667,0.033561,20.863333,0.535288
gca_031232105_1_capsicum_rhomboideum_helixer_cp124715_1_001562_1_cnl,3,6,"[1, 2, 3]",0.496,17.390479,2.00362,2.340195,-1.705119,0.0,12.836982,401.868786,55.751572,0.137726,49.418803,0.287778,46.905,3.830246,21.0,0.0,-0.213675,0.081986,0.2733,0.0,0.939211,0.001764,71.912778,12.974512,14.857778,0.081143,28.506111,2.369307,12.0,1.732051,0.626667,0.11547,128.949039,98.584231,10.828195,7.798271,8.988623,5.875212,27.900004,26.162029,0.0,0.0,80.172918,59.504726,1369.845509,855.400441,18.947033,32.524148,0.194333,0.082577,0.071,0.058966,35.08,12.671192
gca_031232105_1_capsicum_rhomboideum_helixer_cp124715_1_001786_1_cnl,3,6,"[1, 2, 3]",0.573315,68.026562,6.23326,3.126313,16.210188,0.0,42.3256,494.156856,27.87113,0.113447,56.552869,1.34132,32.699444,18.878952,21.0,0.0,-0.245653,0.029586,0.2652,0.0,0.936778,0.00456,70.089444,19.074699,15.04,0.179258,24.971111,16.579207,13.0,10.392305,0.67,0.08544,173.289206,93.020535,15.613704,8.289492,8.684961,4.912174,45.690986,26.052164,0.0,0.0,102.34165,53.036147,1397.294188,798.101911,9.5012,16.233496,0.654433,0.607002,0.071,0.03751,38.946667,15.55859
gca_031232105_1_capsicum_rhomboideum_helixer_cp124719_1_001091_1_cnl,3,6,"[1, 2, 3]",0.7768,236.642518,20.321826,15.018213,46.931511,0.0,142.652862,2452.86825,0.10639,0.052756,17.403095,0.617211,33.561111,3.492914,21.0,0.0,-0.005832,0.016225,0.3449,0.0,0.935828,0.001019,78.318333,1.277815,14.845,0.01,3.812778,0.008221,0.0,0.0,0.783333,0.005774,239.69521,2.697662,21.599964,1.129489,16.506667,1.315345,50.706679,3.336114,0.0,0.0,149.829646,6.34212,2507.562752,48.333498,0.081267,0.022202,0.367667,0.220522,0.043333,0.008327,16.13,1.125033
gca_034376525_1_nicotiana_benthamiana_helixer_cm067327_1_001175_1_cnl,3,6,"[1, 2, 3]",0.719381,271.109171,23.453039,11.051818,57.73652,0.0,169.650062,2224.00998,0.099594,0.044566,22.731209,0.257102,47.199444,0.561066,21.0,0.0,0.217597,0.009402,0.2585,0.0,0.938806,0.000583,84.975556,0.953861,15.056111,0.103042,26.425556,0.242844,13.0,0.0,0.736667,0.015275,282.91697,10.434544,27.173482,3.287753,13.755598,2.389329,60.085734,2.075999,0.0,0.0,180.61256,9.687552,2286.551069,55.267522,0.076467,0.020438,0.208033,0.043362,0.038333,0.005508,22.16,0.504777
gca_034376525_1_nicotiana_benthamiana_helixer_cm067327_1_001176_1_cnl,3,6,"[1, 2, 3]",0.332792,91.64098,6.530587,-1.174647,25.387391,0.0,59.526547,699.298189,0.779004,0.32717,21.310188,0.504034,44.959444,0.364136,21.0,0.0,-0.146187,0.074077,0.249,0.0,0.938183,0.000376,79.275556,3.150445,14.973333,0.098164,45.362222,21.359103,40.0,25.980762,0.49,0.138924,158.299199,58.905828,13.46365,6.126744,4.004444,4.576759,43.701686,16.184332,0.0,0.0,96.288933,32.486898,1695.352503,880.212592,0.452267,0.288737,0.3683,0.119948,0.187333,0.123573,20.916667,0.347755
gca_034376525_1_nicotiana_benthamiana_helixer_cm067328_1_001982_1_cnl,3,6,"[1, 2, 3]",0.590267,202.933996,19.0781,17.620981,27.707401,0.0,125.767192,2018.076267,0.194916,0.094783,45.635803,0.361389,48.64,0.291433,20.0,0.0,-0.263545,0.079823,0.4774,0.0,0.926606,0.000871,76.192222,2.673251,14.798889,0.091657,14.115,8.974578,-8.666667,7.571878,0.603333,0.011547,212.562983,8.50913,24.372621,4.678765,20.486259,2.532045,35.313341,6.721365,0.0,0.0,131.013173,4.63587,2141.041847,108.664608,0.117033,0.068825,0.236667,0.110217,0.066667,0.024846,45.38,0.226053
gca_034376525_1_nicotiana_benthamiana_helixer_cm067328_1_001986_1_cnl,3,6,"[1, 2, 3]",0.560933,82.88741,7.188939,9.734175,11.182676,0.0,50.867111,1582.415861,0.168977,0.101436,53.992209,0.417876,40.982222,8.980722,20.0,0.0,-0.129486,0.035186,0.384,0.0,0.927667,0.009991,76.731667,4.994224,14.886111,0.082282,10.617222,2.571476,2.666667,0.57735,0.606667,0.040415,104.107504,18.752185,8.907503,1.518694,11.894622,1.909186,19.888242,7.693103,0.0,0.0,62.412096,10.202296,1873.01179,256.799446,0.093167,0.066994,0.343133,0.06605,0.072667,0.025423,46.05,7.018525
gca_034376525_1_nicotiana_benthamiana_helixer_cm067334_1_002349_1_nl,3,6,"[1, 2, 3]",0.379554,0.972832,-0.169284,-0.157612,0.255197,0.0,0.604582,1034.232512,0.741261,0.213547,51.785092,,,,,,-0.39837,0.031234,,,,,,,14.711667,0.115121,9.333333,6.10892,-5.666667,3.785939,0.426667,0.041633,19.959307,16.778337,2.223511,2.114511,-0.053247,0.092227,5.134002,4.311397,0.0,0.0,12.46388,10.480054,1535.838615,443.269008,0.376333,0.322487,,,0.142333,0.062931,38.16,12.040486
gca_000393655_2_nicotiana_sylvestris_helixer_cm066011_1_001101_1_cnl,3,6,"[1, 2, 3]",0.500983,10.498986,0.232358,0.877596,0.363324,0.0,8.740307,91.870293,60.21423,0.086008,50.346548,0.269209,41.386111,2.80267,21.0,0.0,-0.180011,0.045677,0.3592,0.0,0.931778,0.008107,76.305,12.343538,14.993333,0.150444,16.275556,5.48044,5.333333,2.309401,0.586667,0.075719,46.81254,32.090266,2.693915,2.175277,6.924285,5.343455,12.533571,10.75484,0.0,0.0,24.475327,13.905028,946.552603,755.282237,28.2868,28.214251,0.207433,0.054591,0.067333,0.016503,35.253333,13.337865
gca_034376525_1_nicotiana_benthamiana_helixer_cm067337_1_000383_1_cnl,3,6,"[1, 2, 3]",0.718684,169.949673,15.814547,15.247829,35.466746,0.0,97.059863,1953.961476,0.151084,0.092972,21.146835,0.255561,46.017778,2.707498,21.0,0.0,-0.343724,0.010123,0.3326,0.0,0.938333,0.000745,83.991667,3.983525,15.011667,0.056789,7.503333,2.348903,-5.666667,1.154701,0.73,0.01,189.883548,17.615553,18.045775,1.971734,19.782308,4.007117,38.940683,3.069916,0.0,0.0,112.005216,13.207199,2453.970026,441.857251,0.121033,0.026556,0.1691,0.076405,0.06,0.029138,19.39,1.552514
gca_034376525_1_nicotiana_benthamiana_helixer_cm067338_1_002124_1_cnl,3,6,"[1, 2, 3]",0.788684,214.571537,4.02465,24.595735,59.372858,0.0,116.459525,2256.799865,0.104704,0.05567,21.683968,0.343506,45.518889,0.7221,25.0,0.0,-0.02422,0.040493,0.0922,0.0,0.955567,0.000153,90.029444,1.168494,14.758333,0.03678,0.0,0.0,-1.0,0.0,0.8,0.01,219.564075,4.411903,6.84881,2.495708,25.579305,0.86918,64.485873,4.518368,0.0,0.0,121.402279,4.367909,2336.998065,70.871101,0.079633,0.022155,0.193433,0.132619,0.039,0.014731,21.35,0.295127
gca_034509755_1_anisodus_tanguticus_helixer_cm067543_1_000727_1_cnl,3,6,"[1, 2, 3]",0.512,55.767334,4.009317,4.394151,13.068646,0.0,33.605184,529.145996,27.891543,0.134767,46.275113,,,,,,-0.077961,0.040434,,,,,,,14.361111,0.145032,10.401667,4.435951,2.0,4.358899,0.61,0.086603,119.211867,56.065895,9.829099,5.142937,10.444138,5.34637,17.720893,4.111188,0.0,0.0,80.991725,41.875457,1250.523808,637.481133,9.549567,16.208794,,,0.088,0.041328,35.986667,9.091894
gca_035048845_1_solanum_bulbocastanum_helixer_cm068597_1_001790_1_cnl,3,6,"[1, 2, 3]",0.6972,206.79152,14.609507,6.846305,60.798404,0.0,113.518291,1783.637285,0.160677,0.068793,45.969804,0.419032,44.215556,2.966907,21.0,0.0,-0.352891,0.034404,0.3001,0.0,0.930817,0.001909,82.367222,0.978136,14.94,0.100374,9.166111,0.204765,3.333333,1.154701,0.723333,0.023094,222.008129,13.446908,17.509626,2.562834,8.448975,1.416278,65.227762,3.91422,0.0,0.0,129.462059,14.089498,1908.070075,109.961181,0.116133,0.039363,0.246967,0.152054,0.048667,0.017786,45.613333,0.315013
gca_035048845_1_solanum_bulbocastanum_helixer_cm068598_1_001503_1_cnl,3,6,"[1, 2, 3]",0.528684,110.182739,8.783618,15.297363,17.3767,0.0,66.463717,1658.053773,0.251449,0.131357,40.906659,0.399682,48.644444,2.338164,32.0,0.0,-0.342382,0.054429,0.1015,0.0,0.961378,0.004914,55.97,0.361667,14.327778,0.083439,11.976667,7.763176,-8.666667,5.507571,0.54,0.01,133.50876,20.613191,10.125612,1.185919,16.164643,0.766415,22.445553,4.479343,0.0,0.0,83.985175,15.483702,1786.435593,113.450936,0.1511,0.088678,0.328833,0.062609,0.088,0.038314,38.453333,2.168002
gca_035578085_1_solanum_pinnatisectum_helixer_cm069079_1_002902_1_cnl,3,6,"[1, 2, 3]",0.29877,1.297461,0.126243,-0.162216,0.302155,0.0,0.756721,1114.492545,0.85052,0.246829,46.224087,0.285444,46.212222,2.240467,21.0,0.0,-0.402325,0.126745,0.2857,0.0,0.937039,0.002464,74.88,12.131042,20.717222,7.055868,21.278333,0.682373,10.333333,1.154701,0.386667,0.077675,65.52147,56.754717,7.913618,6.881698,0.168975,0.292673,17.458789,15.161307,0.0,0.0,39.648929,34.369021,1414.264844,264.908598,0.509567,0.3013,0.1847,0.089027,0.215667,0.027538,29.24,15.008827
gca_035772555_1_solanum_americanum_helixer_cm069619_1_000963_1_cnl,3,6,"[1, 2, 3]",0.628597,131.524712,12.791436,6.890921,32.893087,0.0,76.955862,1509.393809,0.321913,0.115793,51.248351,0.367624,47.701111,1.795051,19.0,0.0,-0.152133,0.046588,0.3199,0.0,0.923122,0.002156,75.878333,10.594396,15.119444,0.062011,38.622222,5.788668,17.055556,5.553611,0.686667,0.051316,166.23869,30.676721,14.56804,1.569984,8.01653,0.994701,41.005271,7.168732,0.0,0.0,101.421263,21.62006,1825.931347,279.72403,0.210667,0.098308,0.240833,0.112045,0.093667,0.019553,32.563333,16.511939
gca_035772735_1_datura_wrightii_helixer_jasdfa010000003_1_000997_1_cnl,3,6,"[1, 2, 3]",0.690846,58.883191,5.746723,3.775816,9.53896,0.0,36.795493,460.841149,27.933725,0.049793,41.29955,0.356032,43.912778,5.760605,21.0,0.0,-0.298682,0.049834,0.3477,0.0,0.929467,0.016355,79.232778,12.512174,15.228333,0.172538,27.428889,0.387099,14.0,0.0,0.746667,0.049329,168.64901,96.999988,14.392451,7.640225,11.896689,7.176411,33.11108,20.830668,0.0,0.0,107.940407,62.870717,1508.421315,925.745955,9.5155,16.276174,0.226067,0.11485,0.029667,0.017786,28.883333,10.972203
gca_035772735_1_datura_wrightii_helixer_jasdfa010000004_1_000625_1_cnl,3,6,"[1, 2, 3]",0.630674,76.612886,7.12727,4.767885,15.151034,0.0,48.496156,579.401044,27.90465,0.061869,27.740557,,,,,,-0.413535,0.039849,,,,,,,14.86,0.040415,15.447222,3.17154,1.333333,8.962886,0.68,0.043589,171.887134,84.193795,18.540855,10.086178,12.804589,7.10203,26.572607,10.093237,0.0,0.0,113.393033,57.34933,1579.527341,883.811,9.4705,16.290247,,,0.041333,0.018148,20.926667,6.021431
gca_036553645_1_solanum_okadae_helixer_cm071693_1_000075_1_cnl,3,6,"[1, 2, 3]",0.603915,74.450075,7.911525,8.418663,9.081795,0.0,45.561496,1237.7679,0.368106,0.141138,59.402933,0.460358,46.950556,1.08918,21.0,0.0,-0.238322,0.052248,0.2565,0.0,0.927406,0.010598,78.685,6.315158,14.903333,0.056347,15.135,7.462271,-1.333333,11.547005,0.676667,0.064291,160.715679,76.232861,16.480184,7.572119,15.999232,6.698944,32.037805,20.286212,0.0,0.0,94.937562,43.633599,1795.068597,492.486287,0.203633,0.145344,0.3395,0.106802,0.078333,0.055501,40.806667,16.433509
gca_000393655_2_nicotiana_sylvestris_helixer_cm066011_1_001218_1_cnl,3,6,"[1, 2, 3]",0.57311,161.112607,14.865701,15.310832,33.088274,0.0,95.038131,2026.224579,0.307363,0.065921,41.631552,0.377486,38.035,2.596233,16.0,0.0,-0.225827,0.053425,0.3814,0.0,0.904833,0.003289,70.597778,0.766133,15.032222,0.070658,8.116667,7.424724,0.666667,4.618802,0.596667,0.020817,196.742026,31.485695,19.142464,3.779373,18.267205,2.612545,41.023449,7.012309,0.0,0.0,116.991246,19.399955,2170.34575,127.359791,0.1706,0.120857,0.2672,0.097459,0.058,0.007,38.843333,2.463947
gca_036553645_1_solanum_okadae_helixer_cm071693_1_000097_1_cnl,3,6,"[1, 2, 3]",0.6268,149.553234,8.230513,6.817858,31.534462,0.0,91.930156,1433.774449,0.177909,0.060566,40.864885,0.330571,46.050556,2.18021,21.0,0.0,-0.180401,0.020899,0.249,0.0,0.910722,0.002121,81.124444,1.153406,14.904444,0.04141,22.845,4.99742,10.333333,3.21455,0.633333,0.005774,154.009293,3.937816,11.306909,2.718609,7.41033,0.523567,39.644649,7.166967,0.0,0.0,94.586363,2.347289,1603.873089,150.316065,0.115533,0.055122,0.255767,0.066104,0.054333,0.005508,40.15,0.631744
gca_036553645_1_solanum_okadae_helixer_cm071693_1_000550_1_cnl,3,6,"[1, 2, 3]",0.3776,-0.598843,-0.081108,0.0,-0.090979,0.0,-0.324432,354.746307,0.494279,0.414301,73.690868,,,,31.0,0.0,-0.192207,0.043258,0.1957,0.0,0.776894,0.044569,56.876111,6.742329,14.76,0.367268,14.102222,0.428078,4.0,0.0,0.423333,0.040415,0.623795,1.080445,0.084487,0.146336,0.0,0.0,0.09477,0.164146,0.0,0.0,0.33795,0.585347,874.503282,459.308923,0.3131,0.160107,,,0.184,0.203517,64.913333,7.756702
gca_036553645_1_solanum_okadae_helixer_cm071693_1_002788_1_cnl,3,6,"[1, 2, 3]",0.446048,34.352499,3.325446,1.927077,8.854296,0.0,20.279062,1781.356883,0.208798,0.10129,37.47858,0.3963,45.071667,0.0,32.0,0.0,-0.219316,0.012505,0.231,0.0,0.901989,0.046274,62.428889,0.919306,15.014444,0.294705,14.19,0.176076,4.0,0.0,0.463333,0.015275,64.315847,26.478592,6.227931,2.564924,6.036006,3.631058,11.53592,2.36975,0.0,0.0,39.994053,17.422125,1867.027632,75.707189,0.153167,0.049161,0.3963,0.0,0.079,0.019698,32.016667,4.82669
gca_036553645_1_solanum_okadae_helixer_cm071693_1_003237_1_cnl,3,6,"[1, 2, 3]",0.360133,19.617782,1.687374,0.0,4.271722,0.0,12.978642,1143.229724,0.636016,0.240602,21.036981,0.315175,46.591667,0.186734,21.0,0.0,-0.561239,0.047476,0.2857,0.0,0.937894,0.000521,77.98,0.402627,11.355,0.420208,32.875556,5.422216,13.333333,0.57735,0.366667,0.005774,21.488262,1.652942,2.050445,0.320845,0.0,0.0,5.433274,1.026463,0.0,0.0,13.386068,0.360042,1465.849617,285.099003,0.502033,0.1184,0.2192,0.084813,0.193667,0.041477,20.356667,0.601193
gca_036553675_1_solanum_okadae_helixer_cm071681_1_000076_1_cnl,3,6,"[1, 2, 3]",0.6604,154.742218,10.920012,12.733956,37.612732,0.0,87.478671,1406.177313,0.180801,0.091148,41.811943,0.192766,42.02,3.720234,21.0,0.0,-0.136696,0.019826,0.2727,0.0,0.918978,0.00418,77.975556,2.103926,14.632778,0.137965,14.366667,8.604389,3.666667,6.506407,0.68,0.017321,174.013784,17.030271,13.605928,2.373542,15.91391,2.810124,39.088946,1.304529,0.0,0.0,104.473749,15.01854,1577.255091,151.181328,0.1171,0.056292,0.14,0.046629,0.048667,0.037541,40.96,0.752861
gca_036553675_1_solanum_okadae_helixer_cm071681_1_000083_1_cnl,3,6,"[1, 2, 3]",0.638987,8.552578,1.046098,0.156787,-1.914029,0.0,7.380886,146.648449,59.065985,0.09658,41.565201,0.33733,48.439444,1.868099,21.0,0.0,-0.201355,0.025714,0.2565,0.0,0.936056,0.004133,81.386111,4.622487,16.102778,0.086928,24.008889,8.434252,11.666667,5.859465,0.703333,0.056862,145.178583,120.736318,14.101305,11.536878,12.244905,10.682262,35.262761,32.853107,0.0,0.0,82.404129,66.297994,1500.389246,1196.299919,20.07,34.460728,0.2626,0.066039,0.071,0.022605,27.456667,12.467704
gca_036553675_1_solanum_okadae_helixer_cm071681_1_000096_1_cnl,3,6,"[1, 2, 3]",0.607368,127.20299,9.058102,9.358609,18.635632,0.0,80.634352,1418.395524,0.195595,0.067291,43.962459,0.198034,38.538889,1.941942,21.0,0.0,-0.228486,0.03385,0.2609,0.0,0.932572,0.008688,72.717222,3.581238,15.498333,0.290703,10.626667,6.478899,3.666667,3.785939,0.63,0.02,134.868874,6.774337,13.156992,3.622187,10.97756,1.430666,19.807151,1.035271,0.0,0.0,90.144038,8.403704,1635.967011,192.267791,0.149467,0.040764,0.1827,0.01355,0.057667,0.008505,41.25,2.396998
gca_036553675_1_solanum_okadae_helixer_cm071681_1_000100_1_cnl,3,6,"[1, 2, 3]",0.512096,93.689052,8.728255,5.259654,15.829409,0.0,62.882921,1487.675369,0.3581,0.105045,48.820205,0.452416,43.442778,1.764719,21.0,0.0,-0.460137,0.116294,0.2857,0.0,0.928261,0.002119,72.654444,4.332337,14.868333,0.058902,18.491667,0.847375,6.333333,0.57735,0.546667,0.030551,130.47236,32.505387,12.109066,2.987621,6.617778,1.200173,27.03755,9.904628,0.0,0.0,84.24467,18.877365,1869.404752,337.334024,0.2005,0.139271,0.375467,0.068,0.073333,0.028024,47.346667,1.302165
gca_036553675_1_solanum_okadae_helixer_cm071681_1_000101_1_cnl,3,6,"[1, 2, 3]",0.670061,178.795926,15.83941,7.90514,32.801478,0.0,114.444087,1558.683909,0.137918,0.102369,41.911922,0.264796,39.258889,4.064625,21.0,0.0,-0.172177,0.020312,0.2609,0.0,0.913117,0.006207,79.56,1.277566,14.908889,0.088417,15.598889,10.053109,3.666667,7.094599,0.7,0.026458,212.758958,30.01311,22.056157,5.493736,12.162842,3.762529,40.651336,6.936915,0.0,0.0,136.579671,19.561202,1754.601173,173.131967,0.090267,0.04211,0.194433,0.06218,0.059333,0.038031,40.756667,1.020898
gca_036553675_1_solanum_okadae_helixer_cm071681_1_003365_1_cnl,3,6,"[1, 2, 3]",0.642,55.458138,4.178187,2.021575,14.711746,0.0,34.005353,496.587758,27.90986,0.07305,44.921444,0.355932,46.004444,0.181707,21.0,0.0,-0.508744,0.129612,0.2857,0.0,0.935972,0.004465,82.373333,10.315656,15.016667,0.07155,22.812778,0.12812,11.333333,1.154701,0.74,0.086603,162.760495,94.823028,11.923695,6.844701,7.165284,4.545493,42.411079,24.477884,0.0,0.0,99.068765,57.496498,1379.761848,780.460406,9.502967,16.26616,0.329933,0.022975,0.06,0.011533,28.783333,14.261239
gca_000393655_2_nicotiana_sylvestris_helixer_cm066012_1_001097_1_cnl,3,6,"[1, 2, 3]",0.6904,168.383059,11.366851,17.001949,49.322138,0.0,86.978946,1999.707105,0.106745,0.116439,21.747896,0.3046,46.697222,0.173888,21.0,0.0,-0.121847,0.003729,0.3545,0.0,0.939372,0.000577,82.957778,0.27752,14.659444,0.126231,0.536111,0.928572,-0.722222,0.481125,0.71,0.017321,195.939491,24.351603,15.214686,3.40033,19.31296,2.042239,55.239746,5.229386,0.0,0.0,104.767117,15.719397,2283.328341,250.635913,0.079133,0.0244,0.237067,0.059679,0.063333,0.046929,21.306667,0.389915
