#                                                                                                                                    --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                                accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                                        ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
gcf_001406875_1_solanum_pennellii_helixer_nc_028637_1_001147_1_cnl           -            515 MADA                 -             21   3.2e-05   19.3   0.7   1   1   6.8e-05     8e-05   18.1   0.7     1    21    19    39    19    39 0.97 -
gol_00000000003_solanum_tuberosum_helixer_e86_69_chr01_001163_1_cnl          -            495 MADA                 -             21   3.3e-05   19.3   0.7   1   1   6.4e-05   7.7e-05   18.1   0.7     1    21     1    21     1    21 0.97 -
goc_00000000019_solanum_candolleanum_helixer_c419_h1_chr4_1_000073_1_cnl     -            511 MADA                 -             21   3.3e-05   19.3   1.5   1   1   2.8e-05   3.3e-05   19.3   1.5     4    21     2    19     2    19 0.96 -
gol_00000000038_solanum_cajamarquense_helixer_pg6242_ptg0015_000438_1_cnl    -            497 MADA                 -             21   3.3e-05   19.3   0.7   1   1   6.5e-05   7.7e-05   18.1   0.7     1    21     1    21     1    21 0.97 -
gob_00000000008_solanum_cleistogamum_helixer_chr4_000389_1_cnl               -            496 MADA                 -             21   3.4e-05   19.2   4.1   1   1   3.1e-05   3.7e-05   19.1   1.4     1    21     1    21     1    21 0.97 -
gol_00000000009_solanum_andreanum_helixer_pg3003_ptg0029_000466_1_cnl        -            491 MADA                 -             21   3.5e-05   19.2   1.2   1   1   0.00021   0.00026   16.5   0.4     5    21     4    20     1    20 0.89 -
gca_046563305_1_solanum_acaule_helixer_cm102187_1_001127_1_cnl               -            525 MADA                 -             21   3.5e-05   19.2   0.7   1   1   6.9e-05   8.2e-05   18.0   0.7     1    21    35    55    35    55 0.97 -
gol_00000000010_solanum_chomatophilum_helixer_pg3005_ptg0014_000073_1_cnl    -            489 MADA                 -             21   3.9e-05   19.0   0.2   1   1   0.00012   0.00014   17.3   0.2     1    20     1    20     1    21 0.93 -
gca_018258275_1_solanum_commersonii_helixer_cm031108_1_000039_1_cnl          -            477 MADA                 -             21   3.9e-05   19.0   0.1   1   1   0.00011   0.00013   17.5   0.1     1    21     1    21     1    21 0.97 -
gob_00000000033_solanum_torvum_helixer_chr5_001009_1_cnl                     -            486 MADA                 -             21   4.2e-05   18.9   0.1   1   1   0.00014   0.00016   17.1   0.1     1    20     1    20     1    21 0.95 -
gob_00000000018_solanum_muricatum_helixer_chr3_000034_1_cnl                  -            490 MADA                 -             21   4.8e-05   18.8   0.0   1   1   0.00013   0.00016   17.2   0.0     1    20     1    20     1    21 0.94 -
gol_00000000010_solanum_chomatophilum_helixer_pg3005_ptg0014_001105_1_cnl    -            504 MADA                 -             21     6e-05   18.5   0.3   1   1   0.00017    0.0002   16.8   0.3     2    21    12    31    11    31 0.94 -
gca_022817965_1_solanum_lycopersicoides_helixer_cm040621_1_000132_1_cnl      -            493 MADA                 -             21   6.2e-05   18.4   0.3   1   1    0.0002   0.00024   16.6   0.3     5    21     4    20     1    20 0.89 -
goc_00000000031_solanum_tuberosum_helixer_c025_h1_chr4_1_000071_1_cnl        -            495 MADA                 -             21   6.3e-05   18.4   0.6   1   1   5.3e-05   6.3e-05   18.4   0.6     1    19     1    19     1    19 0.97 -
gcf_001406875_1_solanum_pennellii_helixer_nc_028640_1_002502_1_cnl           -            479 MADA                 -             21   6.3e-05   18.4   0.3   1   1    0.0002   0.00024   16.6   0.3     2    21    13    32    12    32 0.94 -
gca_027705065_1_solanum_peruvianum_helixer_jakwjd010001758_1_002204_1_cnl    -            510 MADA                 -             21   6.3e-05   18.4   0.4   1   1   0.00017    0.0002   16.8   0.4     1    20    12    31    12    32 0.94 -
gob_00000000001_solanum_abutiloides_helixer_chr4_002180_1_cnl                -            488 MADA                 -             21   6.4e-05   18.4   2.8   1   1   6.1e-05   7.2e-05   18.2   0.6     1    21     1    21     1    21 0.96 -
goc_00000000009_solanum_candolleanum_helixer_c410_h1_chr4_1_002823_1_cnl     -            467 MADA                 -             21   6.6e-05   18.3   0.3   1   1   0.00019   0.00023   16.6   0.3     2    21    13    32    12    32 0.94 -
gca_018258275_1_solanum_commersonii_helixer_cm031109_1_000476_1_cnl          -            518 MADA                 -             21     7e-05   18.3   0.3   1   1   0.00022   0.00026   16.5   0.3     2    21    13    32    12    32 0.94 -
gca_036553645_1_solanum_okadae_helixer_cm071693_1_002788_1_cnl               -            516 MADA                 -             21   7.2e-05   18.2   0.3   1   1   0.00022   0.00026   16.5   0.3     2    21    13    32    12    32 0.94 -
gca_027704765_1_solanum_habrochaites_helixer_jakwja010002492_1_002206_1_cnl  -            514 MADA                 -             21   7.4e-05   18.2   0.3   1   1   0.00022   0.00026   16.5   0.3     2    21    13    32    12    32 0.94 -
gca_022817965_1_solanum_lycopersicoides_helixer_cm040621_1_002991_1_cnl      -            499 MADA                 -             21   7.5e-05   18.2   0.3   1   1   0.00021   0.00025   16.5   0.3     2    21    13    32    12    32 0.94 -
gca_022817965_1_solanum_lycopersicoides_helixer_cm040621_1_003001_1_cnl      -            515 MADA                 -             21   7.5e-05   18.2   0.3   1   1   0.00022   0.00026   16.5   0.3     2    21    13    32    12    32 0.94 -
goa_00000000003_solanum_tuberosum_helixer_chr01_hap2_v2_001395_1_cnl         -            497 MADA                 -             21   7.6e-05   18.1   0.5   1   1   0.00015   0.00018   16.9   0.5     1    21     1    21     1    21 0.95 -
gol_00000000018_solanum_chacoense_helixer_pg4042_ptg0040_000746_1_cnl        -            490 MADA                 -             21   8.3e-05   18.0   0.5   1   1   0.00024   0.00028   16.4   0.5     1    20     1    20     1    21 0.93 -
gol_00000000025_solanum_candolleanum_helixer_pg5068_chr04_000162_1_cnl       -            497 MADA                 -             21   8.5e-05   18.0   2.2   1   1   0.00029   0.00035   16.1   0.9     5    21     4    20     4    20 0.93 -
gol_00000000019_solanum_commersonii_helixer_pg4049_ptg0002_000481_1_cnl      -            518 MADA                 -             21   8.7e-05   18.0   0.3   1   1   0.00022   0.00026   16.5   0.3     2    21    13    32    12    32 0.94 -
gol_00000000042_solanum_tuberosum_helixer_pg6246_ptg0051_000507_1_cnl        -            515 MADA                 -             21     9e-05   17.9   0.3   1   1   0.00022   0.00026   16.5   0.3     2    21    13    32    12    32 0.94 -
gol_00000000010_solanum_chomatophilum_helixer_pg3005_ptg0002_002067_1_cnl    -            497 MADA                 -             21   9.5e-05   17.8   0.7   1   1    0.0002   0.00024   16.6   0.7     1    21     1    21     1    21 0.95 -
goc_00000000009_solanum_candolleanum_helixer_c410_h1_chr1_1_001188_1_cnl     -            527 MADA                 -             21   9.9e-05   17.8   0.4   1   1   0.00021   0.00025   16.6   0.4     1    21    32    52    32    52 0.97 -
gca_009827175_1_solanum_tuberosum_helixer_cp046699_1_000053_1_cnl            -            447 MADA                 -             21   9.9e-05   17.8   0.2   1   1   0.00043   0.00052   15.5   0.1     1    21     1    21     1    21 0.95 -
gca_026929995_1_petunia_axillaris_helixer_cm049419_1_004183_1_cnl            -            560 MADA                 -             21   0.00011   17.7   0.2   1   1   0.00024   0.00028   16.4   0.2     1    21    69    89    69    89 0.96 -
gca_041222595_1_solanum_tuberosum_helixer_cm083536_1_001497_1_cnl            -            529 MADA                 -             21   0.00011   17.6   0.4   1   1   0.00026   0.00031   16.2   0.4     1    20     1    20     1    21 0.93 -
gol_00000000018_solanum_chacoense_helixer_pg4042_hptg0108_000064_1_cnl       -            471 MADA                 -             21   0.00012   17.5   0.2   1   1   0.00041   0.00049   15.6   0.2     2    21    13    32    12    32 0.94 -
goc_00000000018_solanum_candolleanum_helixer_c574_h2_chr4_2_000062_1_cnl     -            550 MADA                 -             21   0.00012   17.5   0.4   1   1   0.00028   0.00033   16.2   0.4     1    20     1    20     1    21 0.93 -
gol_00000000018_solanum_chacoense_helixer_pg4042_hptg0108_000061_1_cnl       -            517 MADA                 -             21   0.00013   17.5   0.2   1   1   0.00046   0.00055   15.5   0.2     2    21    13    32    12    32 0.94 -
gol_00000000015_solanum_sogarandinum_helixer_pg4032_ptg0015_000957_1_cnl     -            504 MADA                 -             21   0.00013   17.4   0.2   1   1   0.00045   0.00053   15.5   0.2     2    21    13    32    12    32 0.94 -
goc_00000000004_solanum_tuberosum_helixer_e8669_h2_chr4_2_003137_1_cnl       -            472 MADA                 -             21   0.00013   17.4   0.2   1   1   0.00041   0.00049   15.6   0.2     2    21    13    32    12    32 0.94 -
goa_00000000002_solanum_tuberosum_helixer_chr04_hap13_v2_003135_1_cnl        -            504 MADA                 -             21   0.00013   17.4   0.2   1   1   0.00045   0.00053   15.5   0.2     2    21    13    32    12    32 0.94 -
gol_00000000019_solanum_commersonii_helixer_pg4049_ptg0002_000068_1_cnl      -            491 MADA                 -             21   0.00014   17.4   0.3   1   1   0.00036   0.00043   15.8   0.3     1    20     1    20     1    21 0.95 -
goc_00000000031_solanum_tuberosum_helixer_c025_h1_chr4_1_000065_1_cnl        -            489 MADA                 -             21   0.00015   17.2   0.1   1   1   0.00048   0.00058   15.4   0.1     1    21     1    21     1    21 0.95 -
gol_00000000017_solanum_buesii_helixer_pg4041_ptg0007_000069_1_cnl           -            517 MADA                 -             21   0.00015   17.2   0.4   1   1    0.0004   0.00048   15.7   0.4     2    21    13    32    12    32 0.94 -
gca_031230405_1_solanum_verrucosum_helixer_cp133615_1_000061_1_cnl           -            491 MADA                 -             21   0.00016   17.1   0.1   1   1   0.00049   0.00058   15.4   0.1     1    21     1    21     1    21 0.95 -
gca_020169535_1_solanum_tuberosum_helixer_cm034991_1_000503_1_cnl            -            517 MADA                 -             21   0.00017   17.1   0.4   1   1    0.0004   0.00048   15.7   0.4     2    21    13    32    12    32 0.94 -
goa_00000000002_solanum_tuberosum_helixer_chr04_hap13_v2_000492_1_cnl        -            517 MADA                 -             21   0.00017   17.1   0.4   1   1    0.0004   0.00048   15.7   0.4     2    21    13    32    12    32 0.94 -
goc_00000000011_solanum_candolleanum_helixer_c497_h1_chr3_1_000035_1_nl      -            460 MADA                 -             21   0.00017   17.1   0.0   1   1   0.00041   0.00049   15.6   0.0     1    21     1    21     1    21 0.96 -
gol_00000000009_solanum_andreanum_helixer_pg3003_ptg0025_000350_1_cnl        -            495 MADA                 -             21   0.00017   17.1   0.0   1   1   0.00045   0.00054   15.5   0.0     1    21     1    21     1    21 0.96 -
gol_00000000013_solanum_burkartii_helixer_pg4005_ptg0018_000168_1_cnl        -            527 MADA                 -             21   0.00017   17.0   0.2   1   1   0.00065   0.00078   15.0   0.2     2    20    28    46    27    46 0.94 -
gol_00000000003_solanum_tuberosum_helixer_e86_69_chr04_002874_1_cnl          -            477 MADA                 -             21   0.00018   17.0   0.2   1   1   0.00058   0.00069   15.1   0.2     2    20    13    31    12    31 0.94 -
gol_00000000025_solanum_candolleanum_helixer_pg5068_hptg0100_000016_1_cnl    -            506 MADA                 -             21   0.00019   16.9   1.3   1   1   0.00058   0.00069   15.1   0.3     2    21    13    32    12    32 0.94 -
gol_00000000024_solanum_candolleanum_helixer_pg5062_ptg0031_000381_1_cnl     -            498 MADA                 -             21   0.00019   16.9   0.0   1   1   0.00046   0.00054   15.5   0.0     1    21     1    21     1    21 0.96 -
goa_00000000002_solanum_tuberosum_helixer_chr04_hap13_v2_002870_1_cnl        -            515 MADA                 -             21    0.0002   16.8   0.2   1   1   0.00064   0.00076   15.0   0.2     2    20    13    31    12    31 0.94 -
gob_00000000030_solanum_quitoense_helixer_chr4_000334_1_cnl                  -            509 MADA                 -             21   0.00021   16.8   0.9   1   1   0.00041   0.00049   15.6   0.2     2    21    13    32    12    32 0.94 -
gos_00000000001_capsicum_annuum_helixer_chr11_001728_1_cnl                   -            492 MADA                 -             21   0.00022   16.7   0.6   1   1   0.00059    0.0007   15.1   0.6     1    21     1    21     1    21 0.97 -
gol_00000000012_solanum_piurae_helixer_pg3023_atg0036_000066_1_cnl           -            518 MADA                 -             21   0.00022   16.7   0.2   1   1   0.00057   0.00068   15.2   0.2     2    21    16    35    15    35 0.92 -
gca_002271885_2_capsicum_baccatum_helixer_cm008453_1_000030_1_cnl            -            492 MADA                 -             21   0.00023   16.7   0.6   1   1   0.00059    0.0007   15.1   0.6     1    21     1    21     1    21 0.97 -
gca_036553645_1_solanum_okadae_helixer_cm071693_1_000550_1_cnl               -            517 MADA                 -             21   0.00023   16.6   0.2   1   1   0.00064   0.00076   15.0   0.2     2    20    13    31    12    31 0.94 -
gob_00000000006_solanum_candidum_helixer_chr4_002052_1_cnl                   -            510 MADA                 -             21   0.00025   16.5   0.6   1   1   0.00075   0.00089   14.8   0.3     2    21    13    32    12    32 0.94 -
gca_009827155_1_solanum_tuberosum_helixer_cp046685_1_000493_1_cnl            -            455 MADA                 -             21   0.00028   16.4   0.4   1   1    0.0007   0.00084   14.9   0.4     4    21    11    28     9    28 0.90 -
gca_018107945_1_datura_stramonium_helixer_jaceik010000389_1_000025_1_cnl     -            490 MADA                 -             21    0.0003   16.3   0.1   1   1   0.00073   0.00087   14.8   0.1     1    16     1    16     1    20 0.96 -
gol_00000000026_solanum_boliviense_helixer_pg5076_atg0076_000077_1_cnl       -            505 MADA                 -             21   0.00031   16.2   0.3   1   1    0.0018    0.0021   13.6   0.1     2    21    13    32    12    32 0.94 -
gca_009827175_1_solanum_tuberosum_helixer_cp046699_1_000059_1_cnl            -            443 MADA                 -             21   0.00032   16.2   1.8   1   1   0.00027   0.00032   16.2   1.8     1    21     1    20     1    20 0.96 -
gca_022817965_1_solanum_lycopersicoides_helixer_cm040621_1_000133_1_cnl      -            481 MADA                 -             21   0.00032   16.2   0.1   1   1   0.00092    0.0011   14.5   0.1     6    20     5    19     1    20 0.84 -
gca_010127505_1_solanum_tuberosum_helixer_cm020972_1_000061_1_cnl            -            480 MADA                 -             21   0.00035   16.1   1.8   1   1    0.0003   0.00035   16.1   1.8     1    21     1    20     1    20 0.96 -
gca_026929995_1_petunia_axillaris_helixer_cm049419_1_004009_1_cnl            -            493 MADA                 -             21   0.00036   16.0   0.4   1   1    0.0048    0.0058   12.3   0.0     1    16     1    16     1    20 0.95 -
gca_025759605_1_solanum_pimpinellifolium_helixer_cm047108_1_002532_1_cnl     -            419 MADA                 -             21   0.00037   16.0   0.1   1   1    0.0014    0.0017   13.9   0.1     2    21    13    32    12    32 0.94 -
goz_00000000014_solanum_lycopersicum_helixer_4_002486_1_cnl                  -            466 MADA                 -             21   0.00039   15.9   0.1   1   1    0.0016    0.0019   13.8   0.1     2    21    13    32    12    32 0.94 -
gcf_019186545_1_solanum_stenotomum_helixer_nc_064283_1_001653_1_cnl          -            491 MADA                 -             21    0.0004   15.9   0.2   1   1    0.0016    0.0019   13.7   0.2     1    21     1    21     1    21 0.94 -
gca_015076265_1_solanum_tuberosum_helixer_cp055237_1_000217_1_cnl            -            469 MADA                 -             21   0.00041   15.9   0.1   1   1    0.0016    0.0019   13.7   0.1     2    21    13    32    12    32 0.94 -
gol_00000000012_solanum_piurae_helixer_pg3023_ptg0068_000512_1_cnl           -            515 MADA                 -             21   0.00043   15.8   0.6   1   1    0.0013    0.0015   14.1   0.6     2    21    13    32    12    32 0.90 -
gol_00000000010_solanum_chomatophilum_helixer_pg3005_atg0312_000010_1_cnl    -            498 MADA                 -             21   0.00044   15.8   0.1   1   1    0.0018    0.0021   13.6   0.1     2    21    13    32    12    32 0.94 -
goc_00000000010_solanum_candolleanum_helixer_c410_h2_chr4_2_003186_1_cnl     -            466 MADA                 -             21   0.00044   15.8   0.2   1   1    0.0021    0.0025   13.4   0.2     2    21    13    32    12    32 0.92 -
gca_020169555_1_solanum_tuberosum_helixer_cm035015_1_003604_1_cnl            -            473 MADA                 -             21   0.00044   15.8   0.1   1   1    0.0017     0.002   13.7   0.1     2    21    13    32    12    32 0.94 -
goa_00000000012_solanum_tuberosum_helixer_chr04_hap16_v2_002670_1_cnl        -            490 MADA                 -             21   0.00045   15.7   0.4   1   1   0.00038   0.00045   15.7   0.4     2    21    13    32    12    32 0.94 -
gca_000390325_3_nicotiana_tomentosiformis_helixer_cm066024_1_000785_1_cnl    -            496 MADA                 -             21   0.00045   15.7   0.1   1   1    0.0013    0.0015   14.1   0.1     1    20     1    20     1    21 0.89 -
gca_000715075_2_nicotiana_tabacum_helixer_cm066002_1_000115_1_cnl            -            496 MADA                 -             21   0.00045   15.7   0.1   1   1    0.0013    0.0015   14.1   0.1     1    20     1    20     1    21 0.89 -
goa_00000000012_solanum_tuberosum_helixer_chr04_hap16_v2_000070_1_cnl        -            491 MADA                 -             21   0.00047   15.7   0.2   1   1    0.0016    0.0019   13.7   0.2     1    21     1    21     1    21 0.94 -
gol_00000000011_solanum_paucissectum_helixer_pg3022_ptg0011_000530_1_cnl     -            517 MADA                 -             21   0.00048   15.7   0.4   1   1    0.0004   0.00048   15.7   0.4     2    21    13    32    12    32 0.94 -
gol_00000000026_solanum_boliviense_helixer_pg5076_ptg0001_001246_1_cnl       -            517 MADA                 -             21   0.00048   15.7   0.4   1   1    0.0004   0.00048   15.7   0.4     2    21    13    32    12    32 0.94 -
gol_00000000009_solanum_andreanum_helixer_pg3003_ptg0029_000998_1_cnl        -            515 MADA                 -             21   0.00048   15.7   0.6   1   1    0.0013    0.0015   14.1   0.6     2    21    13    32    12    32 0.90 -
gol_00000000004_solanum_palustre_helixer_pg0009_tig00065009_000279_1_cnl     -            518 MADA                 -             21   0.00048   15.6   0.6   1   1    0.0013    0.0015   14.1   0.6     2    21    13    32    12    32 0.90 -
gol_00000000038_solanum_cajamarquense_helixer_pg6242_ptg0002_000472_1_cnl    -            514 MADA                 -             21    0.0005   15.6   0.6   1   1    0.0013    0.0015   14.1   0.6     2    21    13    32    12    32 0.90 -
gca_046563305_1_solanum_acaule_helixer_cm102190_1_000453_1_cnl               -            518 MADA                 -             21    0.0005   15.6   0.6   1   1    0.0012    0.0015   14.1   0.6     2    21    13    32    12    32 0.94 -
goa_00000000013_solanum_tuberosum_helixer_chr04_hap13_v2_000503_1_cnl        -            544 MADA                 -             21    0.0005   15.6   0.6   1   1    0.0014    0.0016   14.0   0.6     2    21    42    61    41    61 0.90 -
gca_025759605_1_solanum_pimpinellifolium_helixer_cm047108_1_000078_1_cnl     -            497 MADA                 -             21   0.00051   15.6   1.2   1   1    0.0015    0.0018   13.9   0.5     1    20     1    20     1    21 0.95 -
goz_00000000002_solanum_lycopersicum_helixer_4_000130_1_cnl                  -            497 MADA                 -             21   0.00051   15.6   1.2   1   1    0.0015    0.0018   13.9   0.5     1    20     1    20     1    21 0.95 -
gca_020169555_1_solanum_tuberosum_helixer_cm035015_1_000164_1_cnl            -            506 MADA                 -             21   0.00051   15.6   0.1   1   1    0.0018    0.0021   13.6   0.1     2    21    13    32    12    32 0.94 -
goa_00000000025_solanum_tuberosum_helixer_chr04_hap13_v2_000172_1_cnl        -            506 MADA                 -             21   0.00051   15.6   0.1   1   1    0.0018    0.0021   13.6   0.1     2    21    13    32    12    32 0.94 -
gol_00000000008_solanum_pinnatisectum_helixer_pg1013_ptg0052_000284_1_cnl    -            483 MADA                 -             21   0.00051   15.6   0.1   1   1    0.0017     0.002   13.7   0.1     2    21    13    32    12    32 0.94 -
goc_00000000007_solanum_candolleanum_helixer_c399_h1_chr4_1_000530_1_cnl     -            535 MADA                 -             21   0.00051   15.6   0.6   1   1    0.0013    0.0016   14.0   0.6     2    21    13    32    12    32 0.90 -
gol_00000000010_solanum_chomatophilum_helixer_pg3005_atg0312_000025_1_cnl    -            507 MADA                 -             21   0.00052   15.5   0.1   1   1    0.0018    0.0021   13.6   0.1     2    21    13    32    12    32 0.94 -
gca_027704765_1_solanum_habrochaites_helixer_jakwja010002492_1_002397_1_cnl  -            507 MADA                 -             21   0.00052   15.5   0.1   1   1    0.0018    0.0021   13.6   0.1     2    21    13    32    12    32 0.94 -
gol_00000000015_solanum_sogarandinum_helixer_pg4032_ptg0015_000955_1_cnl     -            506 MADA                 -             21   0.00053   15.5   0.1   1   1    0.0018    0.0021   13.6   0.1     2    21    13    32    12    32 0.94 -
gol_00000000039_solanum_neorossii_helixer_pg6243_atg0113_000164_1_cnl        -            461 MADA                 -             21   0.00053   15.5   0.1   1   1    0.0016    0.0019   13.8   0.1     2    21    13    32    12    32 0.94 -
gca_027705065_1_solanum_peruvianum_helixer_jakwjd010001758_1_000053_1_cnl    -            493 MADA                 -             21   0.00053   15.5   0.5   1   1    0.0021    0.0025   13.4   0.5     1    20     1    20     1    21 0.96 -
goc_00000000028_solanum_tuberosum_helixer_c001_h2_chr4_2_000190_1_cnl        -            482 MADA                 -             21   0.00053   15.5   0.1   1   1    0.0017     0.002   13.7   0.1     2    21    13    32    12    32 0.94 -
gca_035048845_1_solanum_bulbocastanum_helixer_cm068598_1_001503_1_cnl        -            506 MADA                 -             21   0.00054   15.5   0.1   1   1    0.0018    0.0021   13.6   0.1     2    21    13    32    12    32 0.94 -
goc_00000000039_solanum_tuberosum_helixer_c098_h1_chr4_1_000174_1_cnl        -            490 MADA                 -             21   0.00055   15.5   0.1   1   1    0.0017    0.0021   13.7   0.1     2    21    13    32    12    32 0.94 -
gol_00000000013_solanum_burkartii_helixer_pg4005_ptg0077_000357_1_cnl        -            538 MADA                 -             21   0.00055   15.5   0.2   1   1    0.0019    0.0022   13.6   0.2     2    21    13    32    12    32 0.94 -
gol_00000000014_solanum_lignicaule_helixer_pg4017_ptg0066_000467_1_cnl       -            485 MADA                 -             21   0.00055   15.5   0.2   1   1    0.0022    0.0027   13.3   0.2     2    21    13    32    12    32 0.92 -
goc_00000000016_solanum_candolleanum_helixer_c413_h2_chr4_2_003201_1_cnl     -            503 MADA                 -             21   0.00056   15.4   0.1   1   1    0.0015    0.0018   13.8   0.1     2    21    13    32    12    32 0.94 -
goc_00000000010_solanum_candolleanum_helixer_c410_h2_chr4_2_003224_1_cnl     -            528 MADA                 -             21   0.00057   15.4   0.1   1   1    0.0019    0.0022   13.6   0.1     2    21    13    32    12    32 0.94 -
gol_00000000038_solanum_cajamarquense_helixer_pg6242_ptg0002_000756_1_cnl    -            517 MADA                 -             21   0.00057   15.4   0.2   1   1    0.0022    0.0026   13.3   0.2     2    20    15    33    14    33 0.92 -
goc_00000000024_solanum_candolleanum_helixer_c423_h2_chr4_2_000193_1_cnl     -            505 MADA                 -             21   0.00057   15.4   0.1   1   1    0.0018    0.0021   13.6   0.1     2    21    13    32    12    32 0.94 -
gca_003996215_1_jaltomata_sinuosa_helixer_qjpp01001763_1_000005_1_cnl        -            517 MADA                 -             21   0.00058   15.4   0.2   1   1     0.002    0.0023   13.5   0.2     2    20    14    32    13    32 0.93 -
gol_00000000038_solanum_cajamarquense_helixer_pg6242_atg0303_000005_1_cnl    -            484 MADA                 -             21   0.00059   15.4   0.4   1   1     0.013     0.016   10.9   0.5     1    15     1    15     1    16 0.95 -
gca_009827175_1_solanum_tuberosum_helixer_cp046699_1_000134_1_cnl            -            468 MADA                 -             21   0.00066   15.2   0.1   1   1    0.0016    0.0019   13.7   0.1     2    21    13    32    12    32 0.94 -
gol_00000000020_solanum_multiinterruptum_helixer_pg4060_atg0248_000051_1_nl  -            482 MADA                 -             21    0.0007   15.1   0.2   1   1    0.0022    0.0026   13.3   0.2     2    21    13    32    12    32 0.92 -
gca_029948455_1_solanum_rostratum_helixer_cm057053_1_001371_1_cnl            -            506 MADA                 -             21    0.0007   15.1   0.3   1   1    0.0023    0.0027   13.3   0.1     2    21    13    32    12    32 0.94 -
gca_022817965_1_solanum_lycopersicoides_helixer_cm040621_1_003314_1_cnl      -            492 MADA                 -             21   0.00071   15.1   1.1   1   1    0.0018    0.0021   13.6   1.1     1    19     1    19     1    20 0.93 -
gol_00000000012_solanum_piurae_helixer_pg3023_ptg0068_000077_1_cnl           -            485 MADA                 -             21   0.00074   15.1   1.4   1   1    0.0023    0.0027   13.3   1.4     1    20     1    20     1    21 0.93 -
gca_027789145_1_solanum_arcanum_helixer_cm050936_1_002424_1_cnl              -            514 MADA                 -             21   0.00074   15.0   0.3   1   1    0.0022    0.0026   13.4   0.3     2    21    13    32    12    32 0.92 -
gob_00000000033_solanum_torvum_helixer_chr4_002510_1_cnl                     -            506 MADA                 -             21   0.00076   15.0   0.1   1   1    0.0026    0.0031   13.1   0.1     2    21    13    32    12    32 0.94 -
gol_00000000023_solanum_brevicaule_helixer_pg5032_ptg0066_000505_1_cnl       -            518 MADA                 -             21   0.00076   15.0   0.2   1   1   0.00064   0.00076   15.0   0.2     2    20    15    33    14    33 0.94 -
goz_00000000001_solanum_pimpinellifolium_helixer_3_000032_1_cnl              -            490 MADA                 -             21   0.00084   14.9   0.3   1   1    0.0019    0.0022   13.6   0.3     1    20     1    20     1    21 0.97 -
gca_000715075_2_nicotiana_tabacum_helixer_cm065992_1_001686_1_cnl            -            495 MADA                 -             21    0.0009   14.8   0.1   1   1    0.0025     0.003   13.2   0.1     1    18     1    18     1    19 0.90 -
gca_030463325_1_solanum_americanum_helixer_cm059889_1_001796_1_cnl           -            505 MADA                 -             21   0.00093   14.7   0.1   1   1    0.0032    0.0038   12.8   0.1     2    21    13    32    12    32 0.94 -
gca_031232105_1_capsicum_rhomboideum_helixer_cp124711_1_000015_1_cnl         -            520 MADA                 -             21   0.00094   14.7   0.1   1   1    0.0025     0.003   13.1   0.1     1    21     1    21     1    21 0.97 -
gca_000390325_3_nicotiana_tomentosiformis_helixer_cm066023_1_001754_1_cnl    -            495 MADA                 -             21   0.00096   14.7   0.1   1   1    0.0025     0.003   13.2   0.1     1    18     1    18     1    19 0.90 -
gca_046563445_1_petunia_x_hybrida_helixer_cm102210_1_006098_1_cnl            -            499 MADA                 -             21   0.00098   14.7   0.1   1   1    0.0058     0.007   12.0   0.0     1    16     1    16     1    16 0.96 -
gca_022817965_1_solanum_lycopersicoides_helixer_cm040621_1_003313_1_cnl      -            496 MADA                 -             21   0.00099   14.7   0.3   1   1    0.0034     0.004   12.8   0.3     1    20     1    20     1    21 0.95 -
gcf_947179165_1_solanum_dulcamara_helixer_nc_077246_1_001252_1_cnl           -            506 MADA                 -             21   0.00099   14.7   0.1   1   1    0.0032    0.0038   12.8   0.1     2    21    13    32    12    32 0.94 -
gca_000390325_3_nicotiana_tomentosiformis_helixer_cm066018_1_000266_1_cnl    -            508 MADA                 -             21     0.001   14.6   1.0   1   1    0.0036    0.0043   12.7   1.0     1    21     1    21     1    21 0.89 -
gca_022817965_1_solanum_lycopersicoides_helixer_cm040620_1_000049_1_cnl      -            516 MADA                 -             21     0.001   14.6   0.3   1   1    0.0027    0.0032   13.1   0.3     1    20     1    20     1    21 0.96 -
gca_026929995_1_petunia_axillaris_helixer_cm049419_1_004008_1_cnl            -            493 MADA                 -             21     0.001   14.6   0.2   1   1    0.0048    0.0058   12.3   0.0     1    16     1    16     1    20 0.95 -
gcf_947179165_1_solanum_dulcamara_helixer_nc_077243_1_001430_1_cnl           -            488 MADA                 -             21    0.0011   14.5   0.0   1   1    0.0026    0.0032   13.1   0.0     1    19     1    19     1    19 0.95 -
gca_000393655_2_nicotiana_sylvestris_helixer_cm066003_1_000036_1_cnl         -            494 MADA                 -             21    0.0011   14.5   0.4   1   1    0.0027    0.0033   13.0   0.4     1    14     1    14     1    19 0.89 -
gca_026929995_1_petunia_axillaris_helixer_cm049419_1_002979_1_cnl            -            499 MADA                 -             21    0.0011   14.5   0.2   1   1    0.0058     0.007   12.0   0.0     1    16     1    16     1    16 0.96 -
